,Screen_name,Text,Location,Sentiment,Latitude,Longitude
3452,CovidDash,(-) Following are the top-ten worst U.S. states ranked by 14-day total COVID-19 positives per capita (counting down from 10 to 1)...,"Bellingham, WA",-,48.754402,-122.4788602
3453,Kalaburgivarthe,(+) #Nov-7th state Evening bulletin published: Today 24 covid-19 positive in kalaburagi dist with 15 Discharged @KarnatakaVarthe @DHFWKA @MiraskarRavi @iaspankajpandey @csogok @mla_sudhakar @sriramulubjp @CMofKarnataka @GovindKarjol @gulbarga_of,"Kalaburagi, India",+,17.3310003,76.8334228
3454,disabledsenior,(+) How HIKI Shifted Their Social Media Marketing Launch Strategy During COVID-19 -,"Wisconsin, USA",+,44.4308975,-89.6884637
3455,DiasporaEngager,() Coronavirus – Kenya: COVID-19 updates (6 November 2020). Photo Credit: Global Diaspora News (www.GlobalD...,USA,,39.7837304,-100.4458825
3457,CovidDash,"() Alaska has the 10th highest 14-day COVID-19 positives among the U.S. states, with 755 per 100k people","Bellingham, WA",,48.754402,-122.4788602
3458,Bethesda_Mag,"(+) The school board agreed that the district’s most at-risk students could begin to return on Jan. 12, as long as COVID-19 health metrics show it is safe.","Bethesda, MD",+,38.9848265,-77.0946459
3459,confidencial_ni,() #English | PAHO warned that the passage of Hurricane Eta through Nicaragua and Honduras increased the risk of contagion of covid-19 in the affected areas ⤵️,Nicaragua,,12.3724928,-84.8700308
3460,vitalalabama,(+) COVID-19 has changed addiction treatment in both the short-term and long-term. Learn more about what this means from @PsychToday:,"Alabama, USA",+,33.2588817,-86.8295337
3461,keloland,"(+) From COVID-19 to campaigns and everything in between, this year has been trying for everyone. Add on a presidential election that is now drawing out, leaving a lot in limbo. For many, it’s doing a number on their mental health.",Sioux Falls,+,43.5499749,-96.700327
3462,wef,(-) COVID-19 hit commodities hard - these 8 charts show what we can expect #commodities #covid19,"Geneva, Switzerland",-,46.2017559,6.1466014
3463,CovidDash,"() Illinois has the 9th highest 14-day COVID-19 positives among the U.S. states, with 764 per 100k people","Bellingham, WA",,48.754402,-122.4788602
3464,PGHfan72,(+) #Steelers staff member tests positive for Covid-19,"Pittsburgh, PA",+,40.4416941,-79.9900861
3465,denisebparsons,(+) @cnnbrk @jaketapper He did it without being a COVID-19 Super Spreader!!!!!,"Cleveland, Ohio",+,41.5051613,-81.6934446
3466,PKendrickWIG,(-) AFC Wimbledon v Latics next Saturday postponed due to Covid-19 in the opposition squad. #wafc,Wigan,-,53.5457188,-2.6264624
3467,antonsheker,"(-) Beijing bars arrivals from PH, UK, Belgium due to second COVID-19 waves via @inquirerdotnet",makati,-,14.55459465,121.021407905201
3468,AzCHealthPlan,(+) FREE COVID-19 Testing in Pima County:,"Tempe, AZ",+,33.4144139,-111.9094474
3469,CovidDash,"() Utah has the 8th highest 14-day COVID-19 positives among the U.S. states, with 802 per 100k people","Bellingham, WA",,48.754402,-122.4788602
3470,doc_spencer,() Was it the shortest-lived presence on the travel corridor list? Retrospectively removed with force. #SelfIsolating now. Coronavirus: UK bans Denmark visitors over mink Covid-19 fears,South Wales,,42.7089493,-78.5780796
3471,NonAlignedWorld,"() EU gives its nod to additional €17.2 million to support COVID-19 preparedness in Somalia, Sudan and South Sudan",India,,22.3511148,78.6677428
3472,CityHealthInt,(+) Voxeu | Spending dynamics and panic buying during the COVID-19 first wave - #panicbuying #foodwaste,Poland,+,52.0977181,19.0258159
3473,CovidDash,"() Nebraska has the 7th highest 14-day COVID-19 positives among the U.S. states, with 940 per 100k people","Bellingham, WA",,48.754402,-122.4788602
3474,MrOutstanding20,() Ain't nobody give af about COVID-19 The Chinese will eat a hedgehog next time,Guyana,,4.88732,-58.9398798968075
3475,050Groningen,(+) @cnnbrk Better better better Trump Bitcoin Trump is gone now you can work aan covid-19,"Groningen, Nederland",+,53.2190652,6.5680077
3476,cityofsunrise,"(-) Broward County advises that COVID-19 testing sites operated by the Florida Department of Health in Broward—including those at Markham Park and Lauderhill Sports Park—are closed Saturday, Sunday and Monday, November 7-9, due to the potential for tropical storm impacts in our area.","Sunrise, FL",-,26.1482449,-80.3288859410087
3477,CovidDash,"() Wyoming has the 6th highest 14-day COVID-19 positives among the U.S. states, with 1013 per 100k people","Bellingham, WA",,48.754402,-122.4788602
3479,ZouhirNabil,() COVID-19 entering the White House,"Florence, Italy",,43.7698712,11.2555757
3480,corpusblog,"(+) the CORPUS Blog: Climate crisis, COVID-19 demand interfaith action,...",USA,+,39.7837304,-100.4458825
3481,crutchfoot,"(+) A nasal spray prevented Covid-19 infection in ferrets, a study finds. - The New York Times via @GoogleNews"," Tennessee , USA ",+,35.7730076,-86.2820081
3482,CovidDash,"() Iowa has the 5th highest 14-day COVID-19 positives among the U.S. states, with 1036 per 100k people","Bellingham, WA",,48.754402,-122.4788602
3483,nigeriantribune,(-) Oyo shuts down tertiary institution with new COVID-19 case,Nigeria,-,9.6000359,7.9999721
3484,Deepakt50911988,(+) I am proud to have contributed to India's fight against COVID-19 by donating to #PMCARES. Join the movement &amp; contribute at @PMOIndia @narendramodi @CPDelhi ..! #IndiaFightsCorona,India,+,22.3511148,78.6677428
3486,thedextazlab,"(-) COVID-19 Updates (globally) Total cases: 49,935,356 Dead: 1,252,774 Recovered: 35,409,802 Last updated: November 07, 2020, 16:28 GMT #covid19 #COVIDー19 #coronavirus","Dar es Salaam, Tanzania",-,-6.8160837,39.2803583
3487,CovidDash,"() Montana has the 4th highest 14-day COVID-19 positives among the U.S. states, with 1068 per 100k people","Bellingham, WA",,48.754402,-122.4788602
3488,PublicHealthON,"(+) Our new interactive data tool provides epidemiological summaries of COVID-19 activity in ON over time, by public health unit, age group, sex, and trends.","Toronto, ON",+,43.653963,-79.387207
3489,VolunteerTO,"(-) Provide critical disaster relief care in Canada! In your role as Regional Coordinator at @NorthrnLightsCA, you’ll join their mission to supply COVID-19 relief supplies to vulnerable communities. Give others the ability to protect themselves.","Toronto, Ontario",-,43.653963,-79.387207
3490,se1,"(+) Saturday #coronavirus COVID-19 stats for our boroughs: Southwark 52 more people tested positive This week: 340 Last week: 418 Cumulative cases: 3,749 Lambeth 72 more people tested positive This week: 471 Last week: 516 Cumulative cases: 4,141","Southwark and Lambeth, London",+,51.5041561,-0.107134875645162
3491,CovidDash,"() Wisconsin has the 3rd highest 14-day COVID-19 positives among the U.S. states, with 1195 per 100k people","Bellingham, WA",,48.754402,-122.4788602
3492,Sumit19870_,"() Shringla made the remarks while briefing the diplomatic corps and representatives of international organisations on India’s COVID-19 response and vaccine development programme,including international cooperation in this field. Several countries approaching us for vaccine supply.","New Delhi, India",,28.6141793,77.2022662
3493,oilcitywyo,"(-) There are 712 active COVID-19 cases in Natrona County, according to the state health department's update.","Casper, WY",-,42.866632,-106.313081
3494,eldiablo0786,(+) The 21 parts of Birmingham with highest Covid-19 rates right now,In my World!!!!,+,18.5674125,73.7764168682686
3495,UVA,() UVA announced today that it will test all students – those living on and off Grounds – for COVID-19 before Thanksgiving.,"Charlottesville, VA",,38.029306,-78.4766781
3496,Har_Chesterfld,(-) @ImTheDebate @galgitron Trump failed on his stance of covid-19 s. Thats why he lost.,"Morgantown, WV",-,39.6296809,-79.9559437
3497,PADUANEVES,() Coronavirus: UK bans Denmark visitors over mink Covid-19 fears,"JOAO PESSOA, PARAIBA, BRASIL",,-7.1215981,-34.882028
3498,CovidDash,"() South Dakota has the 2nd highest 14-day COVID-19 positives among the U.S. states, with 1745 per 100k people","Bellingham, WA",,48.754402,-122.4788602
3499,aspenbio,"() Fosun follows BioNTech in changing COVID-19 vaccine, plans bridging study for Chinese filing | @fosunpharma @BioNTech_Group @Pfizer #Princeton #NewJersey #Cambridge #Massachusetts #NewYorkCity #Covid19 #Vaccine #Biotech",San Diego,,32.7174209,-117.1627714
3500,AdeleMDHays,(+) @jsolomonReports It's November 7 and there are still new COVID-19 cases being reported. What the hell is up with that? I thought it was going to disappear on November 4!!,USA,+,39.7837304,-100.4458825
3501,crutchfoot,"(+) Nasal spray prevents COVID-19 infection in test animals, new study finds | TheHill - The Hill via @GoogleNews"," Tennessee , USA ",+,35.7730076,-86.2820081
3502,CovidDash,"() North Dakota has the highest 14-day COVID-19 positives among the U.S. states, with 2055 per 100k people","Bellingham, WA",,48.754402,-122.4788602
3503,Sarah_Colero,"(+) ""The budget delivered this week by Ontario Premier Doug Ford's government contains more than $1 billion worth of annual tax breaks and hydro subsidies that will flow to businesses even when the COVID-19 pandemic is over."" Disabled Ontarians &amp; LTC residents note the lack of help.","Toronto, Ontario",+,43.653963,-79.387207
3504,hlfassconfucius,(-) Convinced that Americans fucked 2020 up bad that we actually all died from COVID-19 back in July &amp; our collective purgatory is an endless wait for election results.,"Virginia, USA",-,37.1232245,-78.4927721
3505,ASFFest,(-) What opportunities can 360 offer in a Covid-19 impacted world? “It allows people to go to places they are not able to go to and connect with people they cannot currently reach.” #ASFF2020,United Kingdom,-,25.2232283,55.1594933008754
3506,summedupkenya,(+) Fight against Covid-19 top agenda as Uhuru meets Italian counterpart,"Nairobi, Kenya",+,-1.2832533,36.8172449
3507,yr_mom_dot_com,() @realDonaldTrump @EveningEdit Explaination = people voting by mail to avoid getting Covid-19 and didn't listen to your lies.,USA,,39.7837304,-100.4458825
3508,NEWS1130,"(+) After B.C. broke the daily COVID-19 record for two days straight, Provincial Health Officer Dr. Bonnie Henry and Health Minister Adrian Dix will be holding a rare update today at 1 p.m. Tune in for updates on-air and online. Background:",Vancouver,+,49.2608724,-123.1139529
3509,STL_JC,() @MeidasTouch COVID-19 showing up to Trumps inner circle like:,"Kirkwood, MO",,38.5775015,-90.4183814020027
3510,Maxxxxin,(+) 2. Further declare that the Coronavirus Act 2020 is unlawful and the COVID-19 lockdown regulations are legally unenforceable and void ab initio.,"Goffs Oak, Hertfordshire",+,51.7102858,-0.0885808
3511,SimpliArt,() Daily Brief: 413 deaths in UK as 6 countries find Covid-19 on mink farms Sent via @updayUK,London,,51.5073219,-0.1276474
3512,katiedjennings,() There could be hope for the minks yet. @drninashapiro reports on a study that tested a nasal spray for Covid-19 prevention in ferrets,"Jersey City, New Jersey",,40.7281575,-74.0776417
3513,rfruscalzo,() Join us for a discussion on how the U.S. election results will impact global life sciences and health care companies as they continue to face ongoing disruptions caused by the COVID-19 crisis.,Milan,,45.4667971,9.1904984
3514,WorldFitForKids,(+) ATTENTION! Anyone living in Inglewood for at least a YEAR or MORE is eligible for the COVID-19 Debit Card Program! Apply between Nov.6- Nov. 16. at,"Los Angeles, California",+,34.1430079,-118.14176172581
3515,PGSportsNow,(+) Steelers staff member tests positive for COVID-19,"Pittsburgh, PA",+,40.4416941,-79.9900861
3516,mappingmegan,() What You Need To Know About Your Travel Provider After Covid-19 via @totraveltoo,Worldwide,,53.5120412,-2.2434612
3517,SandraEStraume6,() Hand painting he's the one that's been sitting on the podium Won't Give Up covid-19 check for the homeless are getting larger and larger and larger he's the one that didn't do a damn thing and was a shortage of medical supplies today open up his money no does he Feed the,"Huntington Beach, CA",,33.6783336,-118.0000166
3518,AFCWimbledon,"() An update from the club, following the outcome of Covid-19 testing for players and staff: #AFCW","London, England",,51.5073219,-0.1276474
3519,funinthesunner,() @meenaharris I'm so thankful now we must get to the work of defeating COVID-19 so we can come out of our effin houses....,"Bay Area, CA",,37.7884969,-122.3558473
3520,Surfin_USA_1,"(+) @squirrel_Whispa If Joe Biden steals the election, he will give his acceptance speech and all future speeches by recorded video &amp; we will have to wait for hours until he gets it right. Keep the excuse of COVID-19 as the reason why he’s not in person giving speeches.","Huntington Beach, CA",+,33.6783336,-118.0000166
3521,veronica_galvin,(+) What payroll trends do you need to be aware of? How has COVID-19 impacted payroll? Join us for a discussion with #EY where we will address these and other valuable insights gleaned from #EY’s Global Payroll Survey and various ADP studies.,Cheadle,+,53.3936441,-2.2122068
